margin,tag,frozen_best_val_auc,val_auc_best,epoch_best,val_auc_at_min_loss,epoch_min_loss,val_loss_min,n_finetune_epochs
0.0,vgg16_crop_m000,0.7940294146537781,0.8446360230445862,19,0.8429321050643921,16,0.5054020285606384,30
0.1,vgg16_crop_m010,0.8218034505844116,0.8522696495056152,2,0.8508723974227905,12,0.49260520935058594,13
0.2,vgg16_crop_m020,0.8193497657775879,0.8837240934371948,57,0.8789530992507935,56,0.45953670144081116,68
0.4,vgg16_crop_m040,0.7884746193885803,0.8710809946060181,23,0.8710469007492065,29,0.48573434352874756,34
0.8,vgg16_crop_m080,0.7957674264907837,0.8568021059036255,18,0.84569251537323,20,0.4950139820575714,29
1.0,vgg16_crop_m100,0.7803980708122253,0.8278012275695801,5,0.8202699422836304,4,0.5173855423927307,16
